,sku,name,brewery,rating,category,sub_category_1,sub_category_2,sub_category_3,description,region,country,abv,ibu,calories_per_serving_12oz,carbs_per_serving_12oz,tasting_notes,food_pairing,suggested_glassware,serving_temp_f,serving_temp_c,beer_type,features,sub_category_2_original,sub_category_3_original,brewery_original
8589,108594,Mikkeller 10,5584,3.8080000000000003,Beer,Ale,15,0,"The culmination of the First Single Hop Series has arrived. Yes, that’s right, all of our old friends make a reappearance in this one – good to see you again, Nelson Sauvin; how ya been, Nugget? All equal amount of all 10 hops in one delicious IPA.",Copenhagen,Denmark,6.1,90.0,,,,"Spicy Thai food, Grilled steak, Dark chocolate","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8590,108595,Mikkeller 19,5584,3.878,Beer,Ale,15,0,"A blend of those single hop IPAs:  Simcoe 17,14%, Citra 15,72%, Amarillo 14,29%, Sorachi Ace 10,71%, Bravo 6,79%, Columbus 6,79%, Cluster 4,64%, Warrior 4,64%, Cascade 3,57%, Centennial 3,57%, Palisade 2,86%, Challenger 1,43%, Galena 1,43%, Magnum 1,43%, Mt Hood 1,43%, Tettnanger 1,43%, Nugget 0,71%, Super Galena 0,71%, Williamette 0,71%.",Copenhagen,Denmark,6.8,19.0,,,,"Spicy Thai curry, Grilled sausages, Dark chocolate.","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8591,108596,Mikkeller 20 IPA,5584,3.872,Beer,Ale,15,0,"Brewed & bottle by Mikkeller at De Proef Brouwerij, Lochristi-Hijfte, Belgium. Ingredienser: vand, malt (pilsner, munich, cara-crystal), havreflager, humle og gær",Copenhagen,Denmark,6.8,100.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8592,108597,Mikkeller Cryo Room,5584,4.147,Beer,Ale,15,0,"IPA with mosaic, simcoe, and citra cryo hops.",Copenhagen,Denmark,7.0,70.0,,,,"Spicy Thai curry, Grilled steak, Dark chocolate","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8593,108598,Mikkeller Do Stuff Together,5584,4.147,Beer,Ale,15,0,American Pale Ale brewed with Lemondrop & Idaho 7 hops,Copenhagen,Denmark,7.0,70.0,,,,"Spicy Thai food, Grilled sausages, Chocolate desserts","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8594,108599,Mikkeller Don Graper IPA,5584,4.147,Beer,Ale,15,0,NE Style IPA brewed with Mikkel's Riesling grape juice,Copenhagen,Denmark,7.0,70.0,,,,"Spicy Thai food, Grilled chicken, Blue cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8595,108600,Mikkeller Fightin' Words IPA,5584,4.0280000000000005,Beer,Ale,15,0,"West Coast IPA, brewed with Wakatu, Styrian Dragon and Wai-iti hops. Clean, Crisp Body with a light Lime zest Aroma along with notes of sweet Citrus, Grapefruit, and Lemon.",Copenhagen,Denmark,6.1,70.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8596,108601,Mikkeller Finger Guns NEIPA,5584,3.077,Beer,Ale,15,0,"New England Style India Pale Ale Brewed Citra, Mosaic, and Talus Hops",Copenhagen,Denmark,7.2,40.0,,,,"Spicy Thai food, Grilled chicken, Citrusy salads",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8597,108602,Mikkeller Game Of Thrones Iron Anniversary IPA,5584,3.87,Beer,Ale,15,0,"Brewed in collaboration with Game of Thrones. ‘Iron Anniversary IPA’ is a New Essos IPA - also called NEIPA, hazy or juicy IPA due to its unfiltered appearance and significant amounts of hops that give it a fruity aroma, bringing back memories of the warm days in the Summer Isles. The beer is expressive without being too extreme, highly drinkable and empties out way too quicky from your drinking horn.",Copenhagen,Denmark,5.5,70.0,,,,"Spicy chicken wings, Gouda cheese, Grilled pork chops",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8598,108603,Mikkeller Green Gold IPA,5584,3.968,Beer,Ale,15,0,"The second IPA from Mikkeller is not afraid of living up to its name. The hops are aromatic, American and aggressive, and leaves you no doubt about what you’re enjoying. Cheers!",Copenhagen,Denmark,6.9,100.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8599,108604,Mikkeller Haller Atcha Boy!,5584,4.126,Beer,Ale,15,0,Hallartau Blanc was calling so we shouted back. “Haller Atcha Boy!”— A beautifully refreshing 6% IPA with Hallertau Blanc and Simcoe hops.,Copenhagen,Denmark,6.0,60.0,,,,"Spicy Thai food, Grilled chicken, Tacos","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8600,108605,Mikkeller Hallertau Galaxica IPA,5584,4.0280000000000005,Beer,Ale,15,0,Super juicy IPA and dry hopped with Halletau Blanc and Galaxy hops.,Copenhagen,Denmark,6.0,70.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8601,108606,Mikkeller Henry Hops,5584,3.994,Beer,Ale,15,0,"IPA brewed with Citra, Simcoe, and Mosaic hops.",Copenhagen,Denmark,6.5,60.0,,,,"Spicy Thai food, Grilled chicken, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8602,108607,Mikkeller Hoppy Lovin' Christmas,5584,3.8960000000000004,Beer,Ale,15,0,India Pale Ale brewed with Ginger and Pine Needles,Copenhagen,Denmark,7.9,65.0,,,,"Spicy Thai curry, Roasted duck, Gingerbread cookies","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8603,108608,Mikkeller Invasion Farmhouse IPA,5584,4.049,Beer,Ale,15,0,"High up in Alaska, where the bears rule, where the winters are long and dark, and where a man is a man that digs for gold. High up north, where you only go if you are in search of happiness and easy money. Or if you are on the run from the long arm of the law.  Up there lies a brewery. In our opinion, one of the most exciting American breweries we have become familiar with for a very long time. Of course I’m talking about Anchorage Brewing Company.",Copenhagen,Denmark,8.0,45.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8604,108609,Mikkeller Koppi Coffee IPA,5584,4.136,Beer,Ale,15,0,"A coffee-IPA. 

Ingredients: Water, malt, barley flakes, Tomahawk hops, coffee and yeast. 

The coffee comes from Swedish coffee roasting-house Koppi. 

The first batch had Guji Natural organic coffee from Sidamo, Ethiopia. 

The second batch had Odoo Shakiso Coffee from Ethiopia. 

Brewed at De Proefbrouwerij, Belgium.",Copenhagen,Denmark,6.9,70.0,,,,"Spicy Thai curry, Chocolate desserts, Grilled steak","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8605,108610,Mikkeller Resting Brew Face DDH IPA,5584,4.2540000000000004,Beer,Ale,15,0,Double Dry Hopped New England IPA,Copenhagen,Denmark,7.0,40.0,,,,"Spicy Thai curry, Grilled chicken tacos, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8607,108612,Mikkeller Sort Kaffe,5584,4.424000000000001,Beer,Ale,15,0,Black India Pale Ale w/ Coffee.,Copenhagen,Denmark,9.2,100.0,,,,"Chocolate, BBQ ribs, Cheesecake","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8608,108613,Mikkeller Stateside IPA,5584,4.166,Beer,Ale,15,0,"Mikkeller at Ørbæk Bryggeri, Ørbæk, Denmark. A love of American microbrews is the inspiration behind this IPA, brewed with generous amounts of aromatic, American hops, which provide the significant freshness and bitterness with lots of citrus notes. The taste sensations are nicely balanced by the sweetness from the caramel malt. Ingredients : Water, malt (pilsner, munich and caramunich), flaked oats, hops (chinook, cascade and amarillo) and ale yeast.",Copenhagen,Denmark,6.9,80.0,,,,"Spicy Thai food, Grilled chicken, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8609,108614,Mikkeller Subway Mosaic,5584,3.946,Beer,Ale,15,0,"Subway Mosaic IPA is brewed with barley, wheat, oats and hopped exclusively with Mosaic It displays a light body and bright finish, while sporting notes of mango, blueberry and citrus.",Copenhagen,Denmark,6.0,46.0,,,,"Spicy Thai curry, Grilled chicken tacos, Dark chocolate dessert.","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8610,108615,Mikkeller The Oatotiller IPA,5584,4.062,Beer,Ale,15,0,"What is IPA?

IPAs, short for India Pale Ale is a beer characterized by its hoppy character and popularity in the craft beer scene. It was actually invented as a solution to provide beer for the British Empire in the east. To get beer from London to India without spoiling, a brewer named Hodgson invented a heavily hopped beer to survive the journey. Not only did it survive, it actually improved in flavor over time. Thus, the beginnings of the IPAs that are known and loved today were born. Today, IPAs come in a number of styles including British, West Coast, New England, and East Coast, to name a few. Each of these styles has different hop varieties and flavor profiles, fit for any palate.",Copenhagen,Denmark,8.0,70.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8611,108616,Mikkeller Thuper Thecret IPA,5584,3.8080000000000003,Beer,Ale,15,0,IPA hopped exclusively with Vic Secret.,Copenhagen,Denmark,6.0,90.0,,,,"Spicy Thai curry, Grilled chicken tacos, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8612,108617,Mikkeller Vic Secret Eyes IPA,5584,4.2589999999999995,Beer,Ale,15,0,Single hop New England style IPA,Copenhagen,Denmark,7.0,60.0,,,,"Spicy Thai curry, Grilled shrimp, Blue cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8613,108618,Mikkeller Waves IPA,5584,4.156,Beer,Ale,15,0,"Zesty citrus dominates the aroma of this IPA, leading into a honeyed malt body with a satisfying citrusy bitterness.",Copenhagen,Denmark,7.3,70.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8614,108619,Mikkeller Wicked Wicked Sik Spells Double IPA,5584,4.178000000000001,Beer,Ale,15,0,"Pine, citrus oil, resinous, balanced malt with firm bitterness. A classic interpretation of a bold San Diego Imperial IPA, with a modern touch.",Copenhagen,Denmark,8.4,90.0,,,,"Spicy Thai curry, Grilled steak, Sharp cheddar cheese","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8615,108620,Mikkeller Zoot Juice,5584,4.062,Beer,Ale,15,0,"(8%) Ultra-creamy Sour IPA with lactose and vanilla beans. Hopped with Hallertau Blanc and Citra, atop malted oats and raw wheat with a tart candied finish",Copenhagen,Denmark,8.0,70.0,,,,"Spicy Thai food, Grilled chicken, Citrus salad",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,,Mikkeller
8616,108621,Mikkeller Citra Eyes,5584,4.006,Beer,Ale,15,43,"Papaya, melon, citrus, grapefruit & pomelo. Soft, creamy mouthfeel by way of oats and wheat.",Copenhagen,Denmark,7.7,70.0,,,,"Spicy Thai curry, Grilled shrimp, Citrus salad","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,,,IPA,New England / Hazy IPA,Mikkeller
8617,108622,Mikkeller Haze Cowboy NEIPA,5584,4.35,Beer,Ale,15,43,"This New England Style IPA brewed with Galaxy/Simcoe/Citra hops. Expect a soft, pillowy mouthfeel and body paired with citrus, peach and passion fruit aromas. A hazy libation for the people. One small step for man one giant leap for Haze fans. A New England Style paired with Galaxy hops to create something out of this world.",Copenhagen,Denmark,7.1,40.0,,,,"Spicy Thai curry, Grilled chicken tacos, Mango habanero wings",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,New England / Hazy IPA,Mikkeller
8618,108623,Mikkeller Magic Skyway IPA,5584,4.15,Beer,Ale,15,43,IPA with Simcoe and Mosaic hops. Beautifully juicy with grapefruit notes and a slightly bitter finish.,Copenhagen,Denmark,6.0,70.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,New England / Hazy IPA,Mikkeller
8620,108625,Prairie Mikkeller American Style,5584,3.98,Beer,Ale,15,0,"American Style is an international collaboration between the godfather of all gypsy brewers, Mikkeller, and one of the new stars of the US tenant brewing scene, Prairie Artisan Ales. Mikkel Borg Bjergsø and Chase Healey journeyed to Flanders to brew this twist on an American-style IPA with Dirk Naudts at De Proefbrouwerij . Predictably, it’s loaded with West Coast hops. What you might not have guessed, though, is that it was fermented exclusively with a special strain of Brettanomyces claussenii that’s light on the funkiness, but really aromatic. It leaves behind an astoundingly well attenuated IPA, which means it’s good for drinkin’. A serious amount of West Coast hops are added to the whirlpool and as dry hops to compliment the tropical notes from the Brett.",Copenhagen,Denmark,7.5,70.0,,,,"Spicy BBQ ribs, Sharp cheddar cheese, Chocolate dessert.","Pint Glass, Snifter/Goblet/Chalice",45-50° F,7.2-10.0° C,Craft,,IPA,,Mikkeller
8704,108709,Mont De Cats Trappist Ale,5699,4.723500000000004,Beer,Ale,3,9,"Bottle, dark amber with a lasting tight cream head, nose has bread, peaches and cream, and a touch of spice. A touch of caramel sweetness in the body, balanced by a dry alcohol bite, plus a hint of yeast, a dry earthiness and a good hoppy bitter finish.",Godewaersvelde,France,7.6,20.0,,,,"Cheese, Charcuterie, Grilled meats",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,Belgian Strong Ale,Mont De Cats
8737,108742,Moor's Brewing IPA,5727,3.7020000000000004,Beer,Ale,15,0,"What is IPA?

IPAs, short for India Pale Ale is a beer characterized by its hoppy character and popularity in the craft beer scene. It was actually invented as a solution to provide beer for the British Empire in the east. To get beer from London to India without spoiling, a brewer named Hodgson invented a heavily hopped beer to survive the journey. Not only did it survive, it actually improved in flavor over time. Thus, the beginnings of the IPAs that are known and loved today were born. Today, IPAs come in a number of styles including British, West Coast, New England, and East Coast, to name a few. Each of these styles has different hop varieties and flavor profiles, fit for any palate.",Bristol,United Kingdom,6.5,40.0,,,,"Spicy Thai curry, Grilled chicken, Sharp cheddar cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,,Moor's Brewing
8739,108744,More Autumn Fields Cream Ale,5733,4.524333333333332,Beer,Ale,10,0,"A fresh take on our cream ale, Open Fields, we added cranberry & orange to lend the perfect additions to the cool season rolling in.",London,United Kingdom,4.5,15.0,,,,"Roasted chicken, Gouda cheese, Apple pie",Pint Glass,45-50° F,7.2-10.0° C,,,Cream Ale,,More
8741,108746,More Double Hi-Five DIPA,5733,4.13,Beer,Ale,15,32,"This Triple Dry-Hopped Double IPA brewed with our good friends at Ology Brewing is just bursting with tropical notes from 3 massive dry hops of Citra, Galaxy, Idaho 7, and Mosaic.",Warsaw,Poland,8.0,85.0,,,,"Spicy Thai curry, Grilled steak, Dark chocolate.",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,Imperial / Double IPA,More
8742,108747,More Ryed in the Clouds NEIPA,5733,3.1085000000000003,Beer,Ale,15,43,"A hazy Rye India Pale Ale brewed with rye, wheat, and triticale and double dry-hopped with Citra, Chinook, and Idaho-7. Notes of pine and subtle spice spring from the head while sweet papuya, mango, and grapefruit finish out the arc of flavor. This murky hazy also introduces a shockwave of West Coast grunge that smells like teen spirit on a cloudy day.",London,United Kingdom,7.2,45.0,,,,"Spicy Thai curry, Grilled chicken tacos, Sharp cheddar cheese",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,New England / Hazy IPA,More
8767,108772,Mosby Rosato Di Cannonau,5747,4.821566666666667,Beer,Ale,3,0,This gorgeous Italian-style rose with garnet clarity and color is produced from Cannonau grapes grown with loving care on the Mosby estate.,Sardinia,Italy,5.5,25.0,,,,"Grilled chicken, Salads, Light pasta dishes",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,,Mosby
8799,108804,Mully's IPA,5797,3.8999999999999995,Beer,Ale,15,0,A bright and crisp citrus forward American IPA showcasing citra and mosaic with very low bitterness.,County Kilkenny,Ireland,6.3,65.0,,,,"Spicy chicken wings, sharp cheddar cheese, grilled shrimp",Snifter/Goblet/Chalice,45-50° F,7.2-10.0° C,,,IPA,,Mully's Brewery
9044,109049,Bridge Road / Nøgne Ø India-Style Saison,6051,4.448999999999997,Beer,Ale,3,53,"India Saison is the hoppy, crisp and refreshing result of a north south collaboration. Classic Belgian malts and yeast, pungent Australian new hop varieties and clean Norwegian water. Served chilled and enjoy with cheeses and charcuterie. This product is bottle conditioned and has a slight sediment at the bottom of the bottle.",Grimstad,Norway,7.5,40.0,,,,"Spicy Thai curry, Grilled chicken, Citrus salad",Snifter/Goblet/Chalice,50-55° F,10.0-12.8° C,,,Belgian-Style Ale,Saison / Farmhouse Ale,Nøgne Ø
